City/Town,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,Actor,Claim,pro_anti_flag,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,File,address,Address,Latitude,Longitude
Anchorage,Clark Middle School,AK,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,indivisible website list,,,,April,"Anchorage , AK, US","Anchorage, AK, USA",61.2180556,-149.9002778
Anchorage,South Anchorage High School,AK,US, 4/20/2018,about 200,200,,200,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,http://www.yourerie.com/news/local-news/over-400-students-at-fairview-hs-hold-rally-speaking-of-kindness-mental-health-and-activism/1131677931,,,,April,"Anchorage , AK, US","Anchorage, AK, USA",61.2180556,-149.9002778
Anchorage,AJ Diamond High School,AK,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,0,1,indivisible website list,,,,April,"Anchorage , AK, US","Anchorage, AK, USA",61.2180556,-149.9002778
Anchorage,Bartlett High School,AK,US, 4/20/2018,about 400,400,,400,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,http://www.yourerie.com/news/local-news/over-400-students-at-fairview-hs-hold-rally-speaking-of-kindness-mental-health-and-activism/1131677931,,,,April,"Anchorage , AK, US","Anchorage, AK, USA",61.2180556,-149.9002778
Anchorage,East High School,AK,US, 4/20/2018,roughly 200,200,,200,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,https://www.adn.com/alaska-news/education/2018/04/20/anchorage-high-school-students-are-leaving-their-classes-friday-as-part-of-nationwide-protest-over-gun-violence/,http://www.ktva.com/story/38005848/anchorage-high-schools-join-national-school-walkout,,,April,"Anchorage , AK, US","Anchorage, AK, USA",61.2180556,-149.9002778
Anchorage,West High School,AK,US, 4/20/2018,roughly 200,200,,200,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,https://www.adn.com/alaska-news/education/2018/04/20/anchorage-high-school-students-are-leaving-their-classes-friday-as-part-of-nationwide-protest-over-gun-violence/,,,,April,"Anchorage , AK, US","Anchorage, AK, USA",61.2180556,-149.9002778
Anchorage,Eagle River High School,AK,US, 4/20/2018,roughly 45,45,,45,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,https://www.adn.com/alaska-news/education/2018/04/20/anchorage-high-school-students-are-leaving-their-classes-friday-as-part-of-nationwide-protest-over-gun-violence/,,,,April,"Anchorage , AK, US","Anchorage, AK, USA",61.2180556,-149.9002778
Anchorage,Robert Service High School,AK,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Anchorage , AK, US","Anchorage, AK, USA",61.2180556,-149.9002778
Anchorage,Goldenview Middle School,AK,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Anchorage , AK, US","Anchorage, AK, USA",61.2180556,-149.9002778
Fairbanks,Hutchison High School,AK,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Fairbanks , AK, US","Fairbanks, AK, USA",64.8377778,-147.7163888
Fairbanks,Lathrop HS,AK,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/lanis_81/status/987491860791812096,,,,April,"Fairbanks , AK, US","Fairbanks, AK, USA",64.8377778,-147.7163888
St Davids,Walton Patio at Eastern University,AK,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"St Davids , AK, US","North, 2301 Wasilla-Fishhook Rd, Wasilla, AK 99654, United States",61.6044831,-149.4138988
Auburn,Auburn High School,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Auburn , AL, US","Auburn, AL, USA",32.6098566,-85.4807825
Birmingham,Railroad Park,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Birmingham , AL, US","Birmingham, AL, USA",33.5185892,-86.8103567
Carbon Hill,Carbon Hill HS,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Carbon Hill , AL, US","Carbon Hill, AL 35549, USA",33.8917742,-87.5261236
Daphne,Daphne High School,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Daphne , AL, US","Daphne, AL, USA",30.6035255,-87.9036047
Demopolis,Demopolis High School,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Demopolis , AL, US","Demopolis, AL, USA",32.5176361,-87.836402
Gardendale ,Gardendale High School,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Gardendale  , AL, US","Gardendale, AL, USA",33.6601033,-86.8127702
Hoover,Hoover HS,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Hoover , AL, US","Hoover, AL, USA",33.4053867,-86.8113781
Huntsville,New Century Technology HS,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,http://whnt.com/2018/04/20/north-alabama-students-participate-in-national-student-walkout/,,,,April,"Huntsville , AL, US","Huntsville, AL, USA",34.7303688,-86.5861037
Huntsville,Virgil I. Grissom High School,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Huntsville , AL, US","Huntsville, AL, USA",34.7303688,-86.5861037
Huntsville,Lee HS,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Huntsville , AL, US","Huntsville, AL, USA",34.7303688,-86.5861037
Huntsville,Huntsville High School,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Huntsville , AL, US","Huntsville, AL, USA",34.7303688,-86.5861037
Mobile,Alabama School of Math and Science,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Mobile , AL, US","Mobile, AL, USA",30.6953657,-88.0398912
Montevallo,University of Montevallo,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Montevallo , AL, US","Montevallo, AL 35115, USA",33.1006746,-86.8641558
Montgomery,E South Court Street south of Arba Street,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://www.eventbrite.com/e/30-billboards-project-montgomery-vigil-tickets-45282148124,,,,April,"Montgomery , AL, US","Montgomery, AL, USA",32.3792233,-86.3077368
Scant City,Brindlee Mountain High School,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Scant City , AL, US","Scant City, AL 35976, USA",34.3623149,-86.4235973
Tuscaloosa,University of Alabama,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tuscaloosa , AL, US","Tuscaloosa, AL, USA",33.2098407,-87.5691735
Tuscaloosa,Rock Quarry Middle School,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Tuscaloosa , AL, US","Tuscaloosa, AL, USA",33.2098407,-87.5691735
Tuscaloosa,Hinton Park,AL,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,protest,,,,,,1,https://www.tuscaloosawalkout.com,,,multiple schools?,April,"Tuscaloosa , AL, US","Tuscaloosa, AL, USA",33.2098407,-87.5691735
Tuscaloosa,Central High School,AL,US, 4/20/2018,dozens,24,,24,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,http://www.tuscaloosanews.com/news/20180420/tuscaloosa-students-protest-gun-violence-for-national-walkout-day,,,,April,"Tuscaloosa , AL, US","Tuscaloosa, AL, USA",33.2098407,-87.5691735
Beebe,Beebe High School,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Beebe , AR, US","Beebe, AR 72012, USA",35.0706423,-91.8795856
Cabot,Cabot Freshmen Academy; Cabot High School,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Cabot , AR, US","Cabot, AR, USA",34.974532,-92.0165336
Conway,Conway HS,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Conway , AR, US","Conway, AR, USA",35.0886963,-92.4421011
Conway,Conway Junior High School,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Conway , AR, US","Conway, AR, USA",35.0886963,-92.4421011
Fayetteville ,Fayetteville High School,AR,US, 4/20/2018,around 30,30,,30,students,support gun reform and school safety,Pro-Gun Reform,walkout,0,0,0,0,1,1,https://www.facebook.com/april20thwalkoutfayar/,http://www.nwaonline.com/news/2018/apr/20/fayetteville-students-participate-national-school-/,,,April,"Fayetteville  , AR, US","Fayetteville, AR, USA",36.082156,-94.1718542
Little Rock,McClellan High School,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Little Rock , AR, US","Little Rock, AR, USA",34.7464809,-92.2895948
Little Rock,Little Rock Central High School,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Little Rock , AR, US","Little Rock, AR, USA",34.7464809,-92.2895948
Pea Ridge,Pea Ridge school district,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Pea Ridge , AR, US","Pea Ridge, AR, USA",36.4539625,-94.1152041
Rogers,Rogers New Technology High School,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Rogers , AR, US","Rogers, AR, USA",36.3320196,-94.1185366
Springdale,Harber HS,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Springdale , AR, US","Springdale, AR, USA",36.1867442,-94.1288141
Van Buren,Van Buren schools,AR,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Van Buren , AR, US","Van Buren, AR 72956, USA",35.436756,-94.348268
Anthem,Boulder Creek High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Anthem , AZ, US","Anthem, Phoenix, AZ, USA",33.8543346,-112.1251372
Avondale,La Joya Community High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Avondale , AZ, US","Avondale, AZ, USA",33.4355977,-112.3496021
Avondale,Westview High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Avondale , AZ, US","Avondale, AZ, USA",33.4355977,-112.3496021
Bisbee,Bisbee High School,AZ,US, 4/20/2018,,,,,students; community members,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Bisbee , AZ, US","Bisbee, AZ 85603, USA",31.4481547,-109.9284084
Chandler,Basha High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Chandler , AZ, US","Chandler, AZ, USA",33.3061605,-111.8412502
Chandler,Chandler High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,Indivisible website list,,,,April,"Chandler , AZ, US","Chandler, AZ, USA",33.3061605,-111.8412502
Chandler,Hamilton High School,AZ,US, 4/20/2018,hundreds from pic,200,,200,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://www.azcentral.com/picture-gallery/news/local/phoenix-education/2018/04/20/students-in-arizona-across-nation-walk-out-over-school-gun-violence/34078789/,,,,April,"Chandler , AZ, US","Chandler, AZ, USA",33.3061605,-111.8412502
Chandler,Santan Junior High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Chandler , AZ, US","Chandler, AZ, USA",33.3061605,-111.8412502
Cholla,Cholla Middle School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Cholla , AZ, US","7320 N La Cholla Blvd #104C, Tucson, AZ 85741, USA",32.3398462,-111.0119968
El Mirage,Dysart HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"El Mirage , AZ, US","El Mirage, AZ, USA",33.6130942,-112.3246042
Flagstaff,Coconino High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Flagstaff , AZ, US","Flagstaff, AZ, USA",35.1982836,-111.651302
Flagstaff,Arts and Leadership Academy,AZ,US, 4/20/2018,about 20,20,,20,students,Pro-gun control,Pro-Gun Reform,walkout,0,0,0,0,0,1,http://azdailysun.com/news/local/students-protest-gun-violence-at-arizona-capitol/article_29d50760-0623-53ad-8a3b-4401acc25117.html,,,,April,"Flagstaff , AZ, US","Flagstaff, AZ, USA",35.1982836,-111.651302
Gilbert,Perry HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Gilbert , AZ, US","Gilbert, AZ, USA",33.3528264,-111.789027
Gilbert,Mesquite High School; 5f00 S. McQueen Road,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://mobile.twitter.com/GilbertWalkout,,,,April,"Gilbert , AZ, US","Gilbert, AZ, USA",33.3528264,-111.789027
Gilbert,Gilber HS; 1101 East Elliot Road,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://mobile.twitter.com/GilbertWalkout,,,,April,"Gilbert , AZ, US","Gilbert, AZ, USA",33.3528264,-111.789027
Gilbert,Campo Verde High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://mobile.twitter.com/GilbertWalkout,,,,April,"Gilbert , AZ, US","Gilbert, AZ, USA",33.3528264,-111.789027
Gilbert,Highland High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://mobile.twitter.com/GilbertWalkout,,,,April,"Gilbert , AZ, US","Gilbert, AZ, USA",33.3528264,-111.789027
Gilbert,Gilbert Classical Academy,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://mobile.twitter.com/GilbertWalkout,,,,April,"Gilbert , AZ, US","Gilbert, AZ, USA",33.3528264,-111.789027
Glendale,Mountain Ridge High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Glendale , AZ, US","Glendale, AZ, USA",33.5386523,-112.1859866
Glendale,Deer Valley Unified School District,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Glendale , AZ, US","Glendale, AZ, USA",33.5386523,-112.1859866
Glendale,Independence High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Glendale , AZ, US","Glendale, AZ, USA",33.5386523,-112.1859866
Glendale,Glendale High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Glendale , AZ, US","Glendale, AZ, USA",33.5386523,-112.1859866
Glendale,Apollo High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Glendale , AZ, US","Glendale, AZ, USA",33.5386523,-112.1859866
Glendale,Copper Canyon High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Glendale , AZ, US","Glendale, AZ, USA",33.5386523,-112.1859866
Laveen Village,Cesar Chavez HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Laveen Village , AZ, US","Laveen Village, Phoenix, AZ, USA",33.3628227,-112.169317
Laveen Village,Betty Fairfax High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Laveen Village , AZ, US","Laveen Village, Phoenix, AZ, USA",33.3628227,-112.169317
Maricopa,Maricopa High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Maricopa , AZ, US","Maricopa, AZ, USA",33.0581063,-112.0476423
Mesa,Desert Ridge High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Mesa , AZ, US","Mesa, AZ, USA",33.4151843,-111.8314724
Mesa,Mesa HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Mesa , AZ, US","Mesa, AZ, USA",33.4151843,-111.8314724
Mesa,Basis Mesa,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Mesa , AZ, US","Mesa, AZ, USA",33.4151843,-111.8314724
Mesa,Desert Ridge High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://mobile.twitter.com/GilbertWalkout,,,,April,"Mesa , AZ, US","Mesa, AZ, USA",33.4151843,-111.8314724
Mesa,Canyon Valley School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://mobile.twitter.com/GilbertWalkout,,,,April,"Mesa , AZ, US","Mesa, AZ, USA",33.4151843,-111.8314724
Mesa,Westwood HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Mesa , AZ, US","Mesa, AZ, USA",33.4151843,-111.8314724
Mesa,ASU Preparatory Poly HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Mesa , AZ, US","Mesa, AZ, USA",33.4151843,-111.8314724
Mesa,Mesa Academy for Advanced Studies,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/maaswalkout,,,,April,"Mesa , AZ, US","Mesa, AZ, USA",33.4151843,-111.8314724
Mohave Valley,Mohave Valley Junior High,AZ,US, 4/20/2018,about 300,300,,300,students,rallying for gun control,Pro-Gun Reform,walkout,0,0,0,0,1,1,http://www.mohavedailynews.com/news/mohave-valley-junior-high-students-join-walkout-against-gun-violence/article_0a741bb8-45f1-11e8-9ab9-2fc7c4aa1558.html,,,,April,"Mohave Valley , AZ, US","Mohave Valley, AZ 86440, USA",34.9330585,-114.5888533
Nogales,Nogales HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Nogales , AZ, US","Nogales, AZ 85621, USA",31.3403775,-110.9342532
Oro Valley,Canyon Del Oro High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Oro Valley , AZ, US","Oro Valley, AZ, USA",32.3909071,-110.966488
Peoria,Liberty HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Peoria , AZ, US","Peoria, AZ, USA",33.5805955,-112.2373779
Peoria,Centennial High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Peoria , AZ, US","Peoria, AZ, USA",33.5805955,-112.2373779
Phoenix,capitol,AZ,US, 4/20/2018,hundreds,200,,200,students,against gun violence,Pro-Gun Reform,walkout,,,,,1,1,https://twitter.com/AZHouseDems/status/987421216012091392,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Xavior College Prep,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Pinnacle High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,https://mobile.twitter.com/PhsWalkout,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Paradise Valley High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Mountain Pointe High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/VaughnHillyard/status/987386304613597185,,,joining march to capitol,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Sandra Day O'Connor HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://twitter.com/SDOHSwalkout,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Explorer Middle School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,1,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Maryvale High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Desert Vista High School,AZ,US, 4/20/2018,,,,,students,promote school safety,0,walkout,,,,,,1,https://twitter.com/__morgann____/status/987477619112230912,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,T G Browne HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,South Mountain High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,North High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Bioscience High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Franklin Police and Fire High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Washington High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Cortez High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Greenway High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Moon Valley High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Sunnyslope High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Thunderbird High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Sierra Linda High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Alhambra HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Carl Hayden HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Metro Tech HS,AZ,US, 4/20/2018,hundreds from pic,200,,200,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,https://www.azcentral.com/picture-gallery/news/local/phoenix-education/2018/04/20/students-in-arizona-across-nation-walk-out-over-school-gun-violence/34078789/,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Central High School,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
Phoenix,Camelback HS,AZ,US, 4/20/2018,,,,,students,support gun reform and school safety,Pro-Gun Reform,walkout,,,,,,1,Indivisible website list,,,,April,"Phoenix , AZ, US","Phoenix, AZ, USA",33.4483771,-112.0740373
